meanfreq,sd,median,Q25,Q75,iqr,skew,kurt,mode,low,peak,centroid,flatness,spectral rolloff,spectral bandwidth,LABEL
0.11654606975533575,0.018673508530988276,0.1175,0.105,0.13,0.025,0.4626498055429311,0.015765681678676202,0.105,0.08328995314940135,0.16,1915.897896645796,0.00022190078743733463,3716.3954761829455,1845.142066945564,m
0.17195807638443136,0.035043337245239295,0.165,0.155,0.18,0.025,0.9930800862403528,2.8132961603675137,0.165,0.07,0.295,1564.1026690105036,0.00041419389890506864,2944.064096435649,1489.4961686898016,m
0.18393045630750546,0.04602989662334145,0.185,0.17486338797814208,0.2,0.025136612021857928,-0.05596788460862799,0.034091545880381435,0.18,0.085,0.295,1627.0414160072048,0.00018983370682690293,3101.108510239455,1522.5414063461358,m
0.20128787934288125,0.036470917761592586,0.2,0.17500000000000002,0.22,0.04499999999999997,0.21422543779195816,0.20001690827531293,0.19,0.1,0.295,1421.815450336219,0.0001927177218021825,2540.3337544553688,1420.2400072225046,m
0.20270833333333332,0.044534143424518176,0.2075,0.18375,0.22625,0.0425,-0.3418249598641739,0.3237772209086591,0.215,0.095,0.295,1826.3042068143768,0.0004231061029713601,3138.4823884318084,1507.7786659860467,m
0.17591270737619155,0.05154509076635807,0.185,0.13,0.215,0.085,0.006074698196391247,-1.0106302875959052,0.215,0.04,0.295,1801.1595518865536,0.00019774958491325376,3251.4121160501836,1506.6225387401232,m
0.11309594322177935,0.03941056850479417,0.1,0.09,0.12,0.03,1.931858895571892,3.136505426779352,0.09,0.07,0.28,1301.0127320239915,0.00048597605200484406,2366.006103027993,1308.251007943094,m
0.17665293994880618,0.030131197200856445,0.165,0.16,0.185,0.025,1.8497741670968004,3.1215803979529686,0.165,0.1497659906396256,0.28,1748.9938267253524,0.00039375125197693706,3412.742048562192,1638.7803437920386,m
0.16987105486684026,0.048887164646071936,0.18,0.12,0.195,0.075,0.19979596572708969,-0.5353246865930537,0.19,0.075,0.2995319812792512,1611.7626683783133,0.00024308635329362002,2999.547541383069,1477.4616105216742,m
0.20175,0.069070163601949,0.2225,0.1575,0.24125,0.08375,-0.7221894765009169,-0.9112271932978312,0.09,0.09,0.295,1498.202535559833,0.00024383698473684492,2886.7180101799236,1494.1527316532827,m
0.21261248314527006,0.05157453209796085,0.19,0.18,0.27,0.09,0.040204666159951635,-1.0285214818206352,0.18,0.095,0.29,1731.8178936697436,0.00041247124318033457,3214.755439176197,1526.4584417821288,m
0.1981377275666956,0.040131107004718655,0.205,0.18875,0.22,0.03125,-0.8674882684473417,0.9046593392916472,0.205,0.09,0.295,1731.6514082303174,0.000267455936409533,3472.221048697343,1695.7987560353124,m
0.19726357799757072,0.04897945727538067,0.185,0.18,0.225,0.045,-0.3973577119322164,1.3508990251313362,0.18,0.025,0.295,1786.6887690029994,0.0005536997341550887,3299.489200677141,1542.905194293235,m
0.1665,0.05436221113972462,0.1825,0.11625,0.1925,0.07625,-0.14839039929181508,-0.7930591507168865,0.095,0.085,0.265,1831.9842909812467,0.00027947791386395693,3265.279189854452,1547.282096829358,m
0.07392857142857143,0.016276469807294056,0.08,0.07625,0.08,0.00375,-1.9577542376482835,2.1940161741187696,0.08,0.03,0.085,1260.088695671407,0.0002485218283254653,2598.671762102601,1444.76238443396,m
0.17357488997207896,0.07235213110295427,0.205,0.095,0.2425,0.1475,-0.03115403852300745,-1.69453444823757,0.09,0.07,0.28,1780.6839802740806,0.0003500189050100744,3366.62082689995,1580.9612338109243,m
0.15357142857142858,0.04603680869806291,0.18,0.11,0.195,0.085,-0.342096255647568,-1.69875941398201,0.195,0.085,0.2,1131.8118896243968,0.00012227064871694893,2071.7677669630525,1243.376159700827,m
0.16227638083120854,0.08007868193922275,0.09,0.09,0.25,0.16,0.3157243266982962,-1.7161152169204383,0.09,0.09,0.29,1238.0622978425224,0.00014336861204355958,2397.870369443911,1368.2728276791609,m
0.2189738919247116,0.028970256597960136,0.21,0.2075,0.23,0.0225,-0.7384914272425115,3.460311019800276,0.21,0.12,0.28,1903.6011125374555,0.00025259979884140193,3427.0333585855574,1543.1452976943963,m
0.18373560347642365,0.04396101079485768,0.17,0.155,0.195,0.04,0.9361500352453708,0.2349102951335453,0.165,0.075,0.2995319812792512,1593.4190468224438,0.0004035393067169935,2948.355635134427,1465.4124570613394,m
0.15970303629948426,0.0695897567874178,0.1749544508068714,0.09,0.22,0.13,0.1672817502569673,-1.4693152764274484,0.09,0.07,0.295,1577.260715685636,0.0002843832189682871,3007.2206200071337,1475.5372446773972,m
0.1885562444652312,0.0413658648219293,0.185,0.165,0.22,0.055,-0.2777833254108203,0.029100468140471406,0.17,0.075,0.295,2057.348711161632,0.0003342626732774079,3843.3948770093816,1660.7286481773504,m
0.19166666666666665,0.02624669291337271,0.205,0.18,0.21,0.03,-0.6309038567106221,-1.5000000000000022,0.155,0.155,0.215,1831.7537592823587,0.00017076524090953169,3515.4426702444234,1602.0475125459986,m
0.2168536733069718,0.04143039935203797,0.22,0.195,0.245,0.05,-0.6255267060826493,0.5911857660925857,0.21,0.09,0.295,1878.7791727984802,0.00032564005232416093,3491.9400412934615,1611.314829273031,m
0.1271256450502601,0.05964954522462802,0.1,0.085,0.185,0.1,0.4867280475599606,-0.9318525325917788,0.09,0.03,0.28,1079.273071154206,0.00016285206947941333,1949.6545584957694,1350.8277098928156,m
0.1111612015655222,0.05757600690886298,0.09,0.08,0.1025,0.0225,2.1604289302198114,3.1617775300022637,0.075,0.0749707145646232,0.28,1467.933794679544,0.0002698411699384451,2705.5754803379355,1433.1794971623829,m
0.1907891442661701,0.034953181274643516,0.19,0.17,0.195,0.025,0.9787999512606512,1.0442078405453357,0.19,0.1,0.295,1531.7673352771756,0.00035871786531060934,2852.7655214148394,1443.6292306776832,m
0.14157073010394838,0.06622704660755778,0.095,0.09,0.19242193598750976,0.10242193598750976,0.4381338033400543,-1.1781805015121842,0.095,0.045,0.265,1877.277431527196,0.0003818862314801663,3672.210632928527,1680.0518042402425,m
0.2545,0.0375799148482271,0.27,0.23,0.275,0.045,-0.8930093151013022,-0.4361824551824305,0.27,0.17500000000000002,0.295,1944.2032968310214,0.00026648998027667403,3649.668462731031,1608.3047714619631,m
0.1956176872074883,0.06501057135841418,0.225,0.15750000000000006,0.2375,0.08,-0.9285116259649984,-0.7821829841365187,0.225,0.0748829953198128,0.265,1736.6663372903622,0.00045078792027197784,3417.082367673445,1729.5813217970874,m
0.1963684767350926,0.050693134495932775,0.2,0.155,0.23500000000000004,0.08000000000000003,-0.30757729550019713,-0.6396098310711325,0.23500000000000004,0.085,0.295,1321.123755845173,0.00020189791393931955,2394.8123694626584,1278.0978277960292,m
0.1472328850532814,0.059176275714636385,0.16,0.09,0.185,0.095,0.32488093880613866,-0.9041234495523818,0.09,0.03,0.28,1312.6525308102991,0.0003321925469208509,2462.841542263074,1418.1704314435842,m
0.10655650933726044,0.03618036728969953,0.1,0.085,0.105,0.02,2.5107019282473924,7.8307573717096135,0.1,0.07,0.295,992.9089327294287,0.00012911439989693466,1905.3462229563766,1238.4830430381026,m
0.1237461660911476,0.07208324055032322,0.0875,0.07875,0.12,0.04125,1.5556835127501227,0.8349131321138414,0.075,0.0749707145646232,0.295,1200.2811917453928,0.00034545784001238644,2211.11993136868,1330.9586814884956,m
0.23125,0.027012728481217888,0.23,0.2075,0.25375,0.04625,0.06242595983535995,-1.7892420067036852,0.2,0.2,0.265,1454.5192309650965,0.00011816711048595607,2749.989897163322,1442.319751349953,m
0.078625,0.04997483741844489,0.08,0.06125,0.085,0.02375,2.719366292024569,8.637070721721598,0.08,0.03,0.28,1352.4256515355976,0.0001523571991128847,2578.259988991869,1495.6128665159167,m
0.14212710627029362,0.053278126551642296,0.13,0.095,0.17,0.075,0.7869937355556755,-0.2245752141035391,0.09,0.07,0.2998438313378449,1309.5825729028147,0.00026341807097196584,2435.3243563493907,1389.2285841759885,m
0.2037378006489657,0.024544476831383454,0.205,0.19,0.215,0.025,0.8000636559324245,1.0816969525820106,0.195,0.16237314597970334,0.27,1977.5719865910091,0.00037878996226936584,3753.311127452599,1643.6933855581728,m
0.09539209525360058,0.023559038633054016,0.095,0.085,0.1025,0.0175,1.2500114463980376,11.299303543298885,0.1,0.025,0.28500000000000003,1189.195015174461,0.00012532369873952118,2397.887860612037,1504.9961994170221,m
0.14055079346180452,0.045831877612775115,0.145,0.095,0.17,0.075,0.8881024393351077,1.0199068713425312,0.095,0.075,0.295,1193.4286394189235,0.00022489861294161528,2230.9638051111174,1319.0788547608215,m
0.1281156999549625,0.05792483657133386,0.095,0.095,0.145,0.05,1.7415204230271086,1.9680226491454815,0.095,0.08,0.295,1134.0661209048992,0.0001927677512867376,2146.7694195187023,1322.1816835085308,m
0.24085900438359456,0.04028562262521242,0.255,0.20308352849336456,0.26875,0.06566647150663545,-0.6276437793779626,-0.8430142664015841,0.255,0.16,0.295,1015.2585502660776,6.434053648263216e-05,1801.4207625292236,931.3712065841913,m
0.09828478511291228,0.02798160558346548,0.1,0.085,0.1,0.015,4.830162017615986,28.70078656488186,0.1,0.07,0.2995319812792512,1138.6513928508227,0.00010706634930102156,2171.6965823577525,1367.0737947938635,m
0.17,0.05419321693629897,0.1825,0.115,0.20375000000000004,0.08875000000000002,0.11903990229761788,-0.8639903228493702,0.11,0.085,0.295,1113.7067120152085,9.886924817692488e-05,2019.9726554022477,1319.8204505103813,m
0.17864896524795,0.037860824084446736,0.18,0.165,0.215,0.05,-1.252762057501171,1.7439020065283053,0.22,0.075,0.22,1052.8682131972294,0.0001443636283511296,1963.0926176291614,1252.903901294429,m
0.1658062412006054,0.07194613457637426,0.155,0.09,0.21125,0.12125,0.3866023691665914,-1.0979064647084442,0.085,0.07,0.2997658079625293,1606.1707190002332,0.0003461891319602728,3009.9586913614125,1496.7164217375475,m
0.13158595943837753,0.05505290141659947,0.12,0.08,0.18,0.1,0.11684948091817095,-1.2322239043754932,0.18,0.045,0.23500000000000004,1180.7808112357864,0.00018359682871960106,2373.79114325167,1488.5181006908115,m
0.1173057462314193,0.031013201279334268,0.105,0.1,0.13,0.03,1.157950131534676,0.6829554554722428,0.1,0.07,0.225,1346.0834157986035,0.00022844549675937745,2535.505648607818,1435.2808537019464,m
0.10674418604651163,0.04364076024280555,0.09,0.085,0.105,0.02,2.5652138559439384,6.480973741569982,0.085,0.07,0.29,1586.0239988845403,0.0002834127226378769,3007.5789238376533,1534.7540464804486,m
0.2240397842435788,0.057487311317261924,0.24,0.1675,0.28,0.1125,-0.2357862738510799,-1.59548748501351,0.14,0.14,0.295,1285.1905566329226,0.0001781132014002651,2329.519878818622,1438.7887126811224,m
0.17066706719361788,0.044458846519172916,0.16,0.14,0.19,0.05,1.0842775403391751,0.4991747023586348,0.16,0.11,0.295,1145.664000994675,0.00021756011119578036,2139.653996449315,1333.6063055077445,m
0.17346153846153844,0.04059104748703432,0.165,0.155,0.2,0.045,-0.3845566106555125,-0.5905497079183677,0.1,0.1,0.24,1510.6667873753702,0.0003685604024212808,2933.032647494612,1645.6258737352755,m
0.1648138729597682,0.061437745154210875,0.14,0.125,0.2075,0.0825,0.6824867235744116,-0.4316312065478671,0.13,0.025,0.295,1128.5715086378086,0.00011766536044888198,2206.7669332673586,1331.1839424478067,m
0.17376775943107894,0.06282397038938511,0.145,0.13,0.225,0.095,0.8891370482057265,-0.7409327862649588,0.135,0.075,0.295,1409.8949707082465,0.0002875300124287605,2646.575100028445,1512.1977542725012,m
0.2084943054282103,0.07307070230330219,0.23500000000000004,0.14,0.27,0.13,-0.6114513308506756,-0.9527471458661982,0.26,0.04,0.2995319812792512,1196.9988960860976,0.00022924246150068941,2214.1445575079088,1287.9644820703065,m
0.2344969018152508,0.06333089908077348,0.255,0.23500000000000004,0.275,0.039999999999999966,-1.484583249324767,1.2880420611335133,0.25,0.03,0.295,1018.3701840980116,8.328656258527191e-05,1892.059094512378,1277.3174968189385,m
0.1627619251413301,0.0662812716161488,0.16,0.11,0.21,0.1,0.2187544831720591,-0.9119835665870332,0.075,0.0749707145646232,0.2997658079625293,1203.2971976292295,0.0002890299074351788,2211.197497561952,1415.7832600229078,m
0.20697922733759425,0.05708281681259606,0.205,0.17,0.255,0.085,-0.2746995494576962,-0.7638442520471194,0.27,0.075,0.2995319812792512,1214.395518354674,0.0001829195971367881,2212.4426793807493,1317.2746283518754,m
0.16867525702944236,0.05688042675336175,0.1497659906396256,0.1275,0.1925,0.065,0.9902511471627624,-0.3051603158847147,0.125,0.1,0.295,1247.264899987312,0.00021757399372290817,2295.851324672829,1438.1328686662418,m
0.16025529840534147,0.07332292709465185,0.165,0.135,0.19,0.055,-0.12066640985688072,-0.3674485530360769,0.17,0.0249609984399376,0.2998828582584928,1055.086117394541,0.00012532577966339886,1967.9988541824634,1251.9897593189137,m
0.2470454545454545,0.038484326529507465,0.245,0.2175,0.28,0.0625,-0.3656527976792889,-0.6780470626587674,0.295,0.155,0.295,1047.9168240357783,9.072032844414936e-05,1896.9766903164466,1194.860341876802,m
0.1659692394463968,0.05271374276789653,0.14,0.13125,0.18875,0.0575,1.2663107378221845,0.24443023523942564,0.12,0.12,0.29,1218.2826902931624,0.0003204139356967062,2324.2453489785994,1489.0330043518265,m
0.154,0.04325120422215625,0.145,0.1325,0.16,0.0275,2.172674231772958,4.7855538406906275,0.125,0.1,0.295,1134.0937458245287,8.963997242972255e-05,2106.2387371590125,1374.3856437879526,m
0.17517784637343176,0.07027205600747721,0.1325,0.125,0.26875,0.14375,0.7196241898073628,-1.3310904507790329,0.13,0.09,0.29,1049.564711713342,9.411383507540451e-05,2005.0082362758194,1269.2679519752671,m
0.2286585318235065,0.060660975880778074,0.2525,0.195,0.2736694650527138,0.0786694650527138,-0.991359190142546,-0.5133881361207231,0.23500000000000004,0.09996095275283093,0.29,1371.29240175003,0.0002437877701595426,2538.3971321367717,1503.9970834874619,m
0.13410559349941356,0.03914774371860358,0.135,0.12,0.15,0.03,0.01051918687963566,2.728187688621647,0.125,0.045,0.28500000000000003,1163.7042697472393,6.399382255040109e-05,2253.8863291879748,1503.3791432360867,m
0.2402991565519776,0.04409360642985349,0.25,0.215,0.275,0.06,-0.810519330471632,-0.20630589015110035,0.26,0.12,0.295,1246.9126236107693,0.0004037422186229378,2273.928605884568,1347.360414317207,m
0.19875,0.04682080200082011,0.1875,0.155,0.225,0.07,0.5036186466343956,-1.257871712636957,0.155,0.155,0.28,1548.2031675058413,0.0007256416138261558,2898.6083984375,1545.655417667463,m
0.21620384815392615,0.058341754408473015,0.225,0.17,0.265,0.095,-0.3185535891616792,-1.2850555466311444,0.125,0.115,0.295,1843.673588462294,0.00023996132949832827,3592.574537376804,1758.8813922089057,m
0.1673699878075359,0.05859271854983125,0.155,0.1275,0.21,0.0825,0.3528830167328633,-0.4036384236840816,0.125,0.045,0.295,989.4071304388412,0.00018521377933211625,1808.2144619556186,1291.896118721636,m
0.17210526315789473,0.06456974583783281,0.14,0.135,0.2375,0.1025,0.3567512531991755,-1.004964272228526,0.135,0.07,0.28500000000000003,1735.5888432287707,0.0002485836448613554,3458.9479452390283,1726.3035478580978,m
0.2199609984399376,0.08109938234081633,0.265,0.145,0.295,0.15,-0.5093037821263794,-1.4728716109995648,0.1,0.1,0.2995319812792512,1893.6612373981454,0.00034276474616490304,3991.964366735903,1902.2494445432997,m
0.17066666666666666,0.06518861522962087,0.15,0.12,0.235,0.115,-0.02015265142326984,-1.5574945803215268,0.08,0.08,0.265,1159.6360894710936,0.00024811387993395334,2156.080979567308,1318.4239063890311,m
0.18157389637622265,0.06790863701668651,0.165,0.11,0.245,0.135,0.13823539879475985,-1.3304165963051793,0.1,0.075,0.295,1313.841350528158,6.712735194014385e-05,2683.6386280704637,1302.1890684357165,m
0.21815116012220892,0.04563127054325733,0.225,0.205,0.245,0.039999999999999966,-0.7883652846676348,0.008747977840773745,0.225,0.11,0.295,2019.0416051761456,0.00043531801202334464,3906.229599708279,1805.7196074737194,m
0.20728593293774414,0.052710576160829865,0.18,0.17,0.2643237704918033,0.09432377049180332,0.4735702256393776,-1.2391021653196317,0.17,0.11,0.295,1525.0240615699133,0.00018030339560937136,2997.097887091753,1537.16366607797,m
0.17875,0.061715915019277374,0.17,0.1525,0.225,0.0725,0.12604455889018162,-1.0096189472361137,0.17,0.09,0.28500000000000003,2355.508019088894,0.00048325661919079716,4251.63143382353,1781.8185644282873,m
0.214922117025779,0.061967792908182974,0.23500000000000004,0.1636865729898517,0.2625,0.09881342701014832,-0.6798250689131049,-0.9371908615274775,0.115,0.085,0.295,1696.7256001260641,0.000674466195050627,3197.695924357569,1575.9899146848493,m
0.15512309386137424,0.07305867524090294,0.115,0.095,0.225,0.13,0.3690243567431037,-1.448828157709655,0.1,0.035,0.295,1843.658824447249,0.0003494436386972666,3660.196466865834,1756.206495967522,m
0.2152743816936436,0.058459068779752786,0.19,0.17,0.27625,0.10625,-0.07548381986448781,-1.2138855232502193,0.28500000000000003,0.0748829953198128,0.295,1577.059442468632,0.000246771436650306,3126.8475455779826,1600.308397738468,m
0.2074473491521609,0.049278402466577886,0.21,0.17500000000000002,0.245,0.06999999999999998,-0.2525284283690933,-0.4096733034792468,0.215,0.08328995314940135,0.295,1555.178649057881,0.0006291702156886457,3019.1510521551036,1602.0733386067484,m
0.1788211382113821,0.031039453655908968,0.17,0.155,0.1875,0.0325,1.2550429410570902,1.2694140127141056,0.155,0.12,0.275,1190.5899008615336,0.00020225314074195921,2469.824911972536,1434.9842695855841,m
0.13766718865475933,0.05057299195276549,0.125,0.1,0.17500000000000002,0.07500000000000002,0.8933434542565508,-0.11270206495048862,0.1,0.075,0.29,1396.7279495201374,0.0003577519964892417,2655.676928093048,1578.019997693973,m
0.19952089535358064,0.06793158797333777,0.21,0.124804992199688,0.26,0.13519500780031202,-0.1278456836029714,-1.4787966603714011,0.115,0.085,0.295,1699.3073175737666,0.0008772200089879334,3193.819585355954,1575.567219023814,m
0.16692307692307692,0.07629745588909194,0.115,0.11,0.265,0.155,0.6503226654017126,-1.378143824860071,0.1,0.095,0.295,1404.063565782237,0.00035752079566009337,2708.3592149077867,1497.4977260333033,m
